Property_Type,Sub_Type,Square_Feet,Bathrooms,Bedrooms,Stories,Year_Built,Listing_Price,Price_per_SqFt,Property_Age
single_family,,1870,3,4,2,2025,400000,213.9037433,1
single_family,,1732,2,3,1,1983,220000,127.0207852,43
single_family,,1288,2,3,1,1999,238900,185.4813665,27
single_family,,1601,3,3,2,,290900,181.6989382,2026
land,,1650,0,,,,38456,23.30666667,2026
condos,condo,1226,2,2,1,2001,289900,236.4600326,25
multi_family,,1960,2,4,2,1945,1289000,657.6530612,81
single_family,,1467,2,3,1,2008,345000,235.1738241,18
single_family,,1764,2,3,2,,349900,198.3560091,2026
single_family,,2879,3,4,,2006,879900,305.6269538,20
single_family,,1603,,3,2,,302900,188.9582034,2026
condos,condo,1937,2,3,1,2005,309000,159.5250387,21
single_family,,1821,2,3,1,2020,590000,323.9978034,6
single_family,,2671,3,4,2,2021,448500,167.9146387,5
single_family,,2359,3,5,2,,370140,156.9054684,2026
single_family,,2190,,4,2,,372990,170.3150685,2026
single_family,,910,2,3,1,1980,524900,576.8131868,46
single_family,,1749,,3,2,,297900,170.3259005,2026
single_family,,1251,2,4,1,1994,195999,156.6738609,32
single_family,,3119,4,4,2,,870715,279.1647964,2026
single_family,,2518,3,5,2,,361665,143.6318507,2026
single_family,,900,1,2,1,2021,255000,283.3333333,5
single_family,,1582,2,2,,2012,750000,474.0834387,14
land,,1650,0,,,,65000,39.39393939,2026
townhomes,townhouse,1424,3,2,2,,205500,144.3117978,2026
single_family,,2399,3,3,2,1989,400000,166.7361401,37
single_family,,2838,4,5,,2004,469000,165.2572234,22
single_family,,1926,3,3,2,,523330,271.7185877,2026
single_family,,2372,,3,2,,402995,169.8967116,2026
single_family,,1200,1,1,2,2021,1500000,1250,5
land,,1650,0,,,,75000,45.45454545,2026
single_family,,2943,3,4,2,1973,649900,220.829086,53
condos,condo,850,1,2,1,1969,149900,176.3529412,57
single_family,,1475,2,3,1,,332840,225.6542373,2026
condos,condo,1536,2,3,1,2005,230000,149.7395833,21
land,,1650,0,,,,184900,112.0606061,2026
single_family,,1043,2,3,1,1980,239900,230.0095877,46
single_family,,1182,2,3,1,,211990,179.3485618,2026
multi_family,,1792,,6,,1949,699999,390.624442,77
single_family,,1025,1,3,,1988,89000,86.82926829,38
condos,condo,688,1,1,,1984,113000,164.244186,42
single_family,,1342,3,3,2,2025,266225,198.3792846,1
single_family,,2163,3,4,2,2023,299900,138.6500231,3
condos,condo,1621,2,3,1,2007,253000,156.076496,19
single_family,,2520,3,5,2,,449900,178.531746,2026
single_family,,4000,3,4,,1910,349000,87.25,116
single_family,,1198,2,3,1,1971,173000,144.4073456,55
land,,1650,0,,,,40950,24.81818182,2026
single_family,,2524,3,3,1,2022,875000,346.6719493,4
single_family,,1899,2,3,,1978,234900,123.6966825,48
single_family,,1962,2,4,2,1999,265000,135.0662589,27
single_family,,2087,2,4,1,1966,655000,313.8476282,60
single_family,,1702,2,3,1,,419900,246.7097532,2026
single_family,,2964,4,4,2,,1099000,370.782726,2026
multi_family,,2400,3,6,1,1960,630000,262.5,66
single_family,,2196,3,3,1,1995,850000,387.0673953,31
single_family,,1549,2,3,,,439900,283.9896708,2026
single_family,,3236,2,4,2,1900,339900,105.0370828,126
single_family,,1015,2,2,1,2025,220000,216.7487685,1
single_family,,1735,3,3,2,,257999,148.7025937,2026
land,,1650,0,,,,25000,15.15151515,2026
townhomes,,1553,3,3,2,,343990,221.500322,2026
single_family,,1267,2,2,1,1987,430000,339.3843725,39
single_family,,3046,3,3,2,,1224990,402.1634931,2026
single_family,,1804,2,3,1,1961,379300,210.2549889,65
townhomes,townhouse,1280,3,3,2,1975,200000,156.25,51
single_family,,2349,4,4,2,2011,1100000,468.2843763,15
single_family,,3362,8,7,3,2025,2499900,743.5752528,1
single_family,,2079,4,4,3,2005,379000,182.2991823,21
condos,condo,1315,3,3,1,2003,485000,368.8212928,23
single_family,,4730,4,5,2,2001,1000000,211.4164905,25
single_family,,1488,2,3,1,1960,260000,174.7311828,66
single_family,,2000,2,4,2,2006,324000,162,20
multi_family,,1326,,2,1,,155000,116.892911,2026
single_family,,2265,2,3,2,2002,759000,335.0993377,24
single_family,,1260,1,2,1,,212000,168.2539683,2026
single_family,,1754,,3,2,,399990,228.0444698,2026
single_family,,1350,2,3,,1976,319900,236.962963,50
single_family,,2074,3,3,2,,344093,165.9079074,2026
single_family,,3116,3,5,2,1998,630000,202.182285,28
single_family,,1655,2,2,,,397400,240.1208459,2026
single_family,,2357,3,5,2,,363154,154.0746712,2026
single_family,,1955,2,4,1,,439990,225.0588235,2026
single_family,,2297,3,3,2,,424990,185.0195908,2026
single_family,,1544,3,3,2,1998,249000,161.2694301,28
single_family,,2498,3,3,2,,689765,276.1269015,2026
single_family,,3900,4,4,2,2007,799900,205.1025641,19
condos,condo,637,1,1,7,1985,167000,262.166405,41
single_family,,1702,2,3,1,2023,355400,208.813161,3
single_family,,1661,2,4,2,1990,440000,264.9006623,36
single_family,,3300,4,6,1,2008,649500,196.8181818,18
condos,condo,925,2,2,,1983,178000,192.4324324,43
condos,condo,691,1,1,1,1998,229000,331.4037627,28
single_family,,1904,2,4,2,,359000,188.5504202,2026
land,,1650,0,,,,409000,247.8787879,2026
single_family,,1864,2,3,1,1986,277500,148.8733906,40
single_family,,1764,2,4,1,,311900,176.814059,2026
single_family,,3218,4,5,2,2024,775000,240.8328154,2
townhomes,,1470,3,3,2,,239889,163.1897959,2026
single_family,,2479,3,4,2,,319900,129.0439693,2026
single_family,,1887,2,2,1,1991,354900,188.0763116,35
single_family,,1013,1,3,1,1962,205000,202.3692004,64
single_family,,1628,4,3,2,2001,729500,448.0958231,25
single_family,,2753,,4,2,,,0,2026
single_family,,1100,2,3,1,,176900,160.8181818,2026
single_family,,816,1,2,1,1950,159900,195.9558824,76
condos,condo,1343,2,2,1,2001,294900,219.5830231,25
single_family,,2478,3,4,2,1900,699900,282.4455206,126
townhomes,,1470,3,3,,,220900,150.2721088,2026
single_family,,3109,3,5,2,,650000,209.0704407,2026
single_family,,2000,3,3,,1974,625000,312.5,52
single_family,,1353,2,3,1,1950,249900,184.7006652,76
single_family,,2145,3,4,2,,579000,269.9300699,2026
single_family,,1769,3,3,2,2006,319900,180.8366309,20
condos,condo,975,2,2,2,1984,139900,143.4871795,42
single_family,,960,1,3,,2014,105000,109.375,12
single_family,,2334,2,3,1,2002,950000,407.0265638,24
single_family,,2025,2,4,1,2019,330000,162.962963,7
single_family,,2411,2,3,,1959,289900,120.2405641,67
single_family,,1664,2,4,1,2011,325000,195.3125,15
single_family,,1988,,3,2,,364995,183.5990946,2026
single_family,,2296,2,3,1,1905,935000,407.2299652,121
single_family,,1899,2,3,1,2023,440000,231.7008952,3
single_family,,1148,2,3,1,1972,300000,261.3240418,54
condos,condo,2798,4,4,2,2005,709900,253.7169407,21
condos,condo,1818,4,3,2,1981,616000,338.8338834,45
single_family,,2083,2,3,1,2009,369999,177.6279405,17
single_family,,1601,2,3,1,1954,199000,124.2973142,72
single_family,,2200,3,3,2,1989,299500,136.1363636,37
single_family,,6429,4,5,2,1903,1950108,303.3299113,123
single_family,,1845,2,3,1,1960,295000,159.8915989,66
single_family,,1482,,4,1,,260990,176.1066127,2026
townhomes,townhouse,1782,4,3,3,2007,435000,244.1077441,19
single_family,,2712,,3,1,,671990,247.7839233,2026
single_family,,1650,3,4,2,2025,399900,242.3636364,1
single_family,,1575,2,3,2,1950,119500,75.87301587,76
single_family,,1003,1,3,1,1991,229000,228.3150548,35
single_family,,1928,2,3,2,1985,625000,324.1701245,41
condos,condo,996,2,2,1,1982,210000,210.8433735,44
single_family,,1933,2,4,,2025,469900,243.0936368,1
single_family,,1624,2,3,1,2005,844000,519.7044335,21
single_family,,1911,2,3,2,1969,650000,340.1360544,57
single_family,,1033,1,2,1,1923,169000,163.6011617,103
single_family,,2800,3,5,,1972,235000,83.92857143,54
single_family,,1330,2,3,1,2025,378000,284.2105263,1
single_family,,1767,2,2,1,2013,539900,305.5461234,13
single_family,,1229,1,3,,1956,249900,203.3360456,70
single_family,,1025,1,3,1,1985,187600,183.0243902,41
condos,condo,1013,2,2,2,2012,360000,355.3800592,14
single_family,,7966,7,5,2,2001,2950617,370.4013307,25
condos,condo,968,2,2,,,213900,220.9710744,2026
single_family,,1398,2,3,1,1948,199900,142.9899857,78
single_family,,474,1,1,2,1991,515000,1086.49789,35
single_family,,2371,3,4,2,2025,546000,230.2825812,1
single_family,,1223,2,3,1,1999,234900,192.0686836,27
single_family,,2932,4,6,2,1970,1599000,545.361528,56
single_family,,1504,2,3,,1989,275000,182.8457447,37
single_family,,1858,,2,1,,307990,165.7642626,2026
single_family,,1225,2,3,,1972,625000,510.2040816,54
townhomes,,1528,2,2,1,,480140,314.2277487,2026
single_family,,1810,3,3,2,1991,418900,231.4364641,35
single_family,,2322,3,4,2,2021,449000,193.3677864,5
townhomes,,1635,3,3,2,,243135,148.706422,2026
single_family,,5224,5,4,,2004,999000,191.2327718,22
single_family,,1770,2,3,1,1956,239900,135.5367232,70
single_family,,2208,3,4,1,1974,269900,122.2373188,52
townhomes,,1304,3,2,2,,284661,218.2983129,2026
single_family,,1778,,3,2,,352995,198.5348706,2026
single_family,,1616,2,3,1,2023,335000,207.3019802,3
condos,condo,980,2,1,2,,149999,153.0602041,2026
single_family,,1269,2,3,2,1910,160000,126.0835303,116
single_family,,1733,3,4,2,2022,309000,178.3035199,4
single_family,,1600,3,3,2,2006,320000,200,20
single_family,,3305,,4,2,,473990,143.4160363,2026
single_family,,3200,4,5,2,2024,739089,230.9653125,2
condos,condo,1184,2,2,,1985,365000,308.277027,41
single_family,,7009,9,6,3,2007,1537000,219.2894849,19
land,,1650,0,,,,179900,109.030303,2026
single_family,,1702,2,3,1,,454990,267.3266745,2026
multi_family,,1826,3,4,2,1984,355000,194.4140197,42
single_family,,3636,3,5,,1969,699000,192.2442244,57
single_family,,1958,2,3,1,1969,349900,178.7027579,57
single_family,,1650,0,0,,,169900,102.969697,2026
single_family,,1618,3,3,2,2010,247900,153.2138443,16
single_family,,2376,5,3,2,2015,700000,294.6127946,11
single_family,,1888,2,3,,2013,285000,150.9533898,13
single_family,,2950,3,4,2,1975,788000,267.1186441,51
single_family,,1475,,3,1,,254990,172.8745763,2026
single_family,,2001,3,4,1,,374900,187.3563218,2026
single_family,,1581,2,3,1,2006,325000,205.5660974,20
single_family,,3055,4,4,2,,749000,245.1718494,2026
land,,1650,0,,,,75000,45.45454545,2026
condos,condo,1132,2,3,1,2007,194900,172.1731449,19
single_family,,2925,3,4,2,1985,520000,177.7777778,41
single_family,,2175,3,3,2,,331140,152.2482759,2026
single_family,,2046,3,4,2,2013,648000,316.7155425,13
single_family,,2231,3,3,,1971,365000,163.6037651,55
single_family,,3455,4,4,2,2006,625000,180.8972504,20
single_family,,2046,3,4,1,1991,495000,241.9354839,35
single_family,,1459,2,3,1,,291420,199.7395476,2026
townhomes,townhouse,1428,3,2,2,1984,179900,125.9803922,42
single_family,,1762,2,3,1,2017,439000,249.1486947,9
condos,condo,667,2,2,1,1984,322000,482.7586207,42
single_family,,6046,5,4,,2001,6750000,1116.440622,25
condos,condo,384,1,1,1,1970,89000,231.7708333,56
single_family,,1571,1,3,1,1930,174900,111.3303628,96
single_family,,1456,2,3,1,1986,414900,284.9587912,40
single_family,,1408,2,3,1,1983,225000,159.8011364,43
single_family,,2854,3,5,2,2008,334900,117.3440785,18
single_family,,1259,2,3,1,,271000,215.2501986,2026
single_family,,2321,3,5,2,1999,550000,236.9668246,27
single_family,,1764,2,3,,1975,244900,138.8321995,51
single_family,,1560,3,3,1,,399900,256.3461538,2026
single_family,,1196,2,3,,1968,165000,137.9598662,58
single_family,,1535,2,3,,2025,296850,193.3876221,1
single_family,,2660,4,3,1,1963,1450000,545.112782,63
single_family,,2960,4,3,,1878,289000,97.63513514,148
multi_family,,2154,2,4,2,1910,249900,116.0167131,116
townhomes,townhouse,1428,3,3,2,2025,195990,137.2478992,1
townhomes,,2125,4,4,,,499990,235.2894118,2026
single_family,,1683,2,3,1,,205000,121.8062983,2026
townhomes,,1423,3,3,2,,225399,158.3970485,2026
townhomes,,1600,3,3,2,,236990,148.11875,2026
single_family,,1500,1,3,1,1880,875000,583.3333333,146
single_family,,2124,2,3,,1945,209000,98.3992467,81
condos,condo,1206,2,2,,,389000,322.5538972,2026
single_family,,2949,3,3,,2004,644900,218.6842998,22
single_family,,1314,2,3,1,2025,294990,224.4977169,1
single_family,,1637,2,2,1,,469514,286.8136836,2026
single_family,,1707,3,3,2,,269815,158.0638547,2026
single_family,,2631,2,4,2,2012,425000,161.5355378,14
townhomes,,2141,4,4,,,514790,240.4437179,2026
condos,condo,1043,2,2,,,635000,608.8207095,2026
single_family,,960,1,2,1,1963,169900,176.9791667,63
single_family,,1257,,3,1,,318900,253.699284,2026
single_family,,1723,3,3,1,1968,279999,162.5066744,58
single_family,,1618,2,3,1,,293965,181.684178,2026
single_family,,2564,,3,2,,458990,179.0132605,2026
single_family,,1212,1,3,1,1960,345000,284.6534653,66
single_family,,1754,2,4,2,1978,315000,179.5895097,48
single_family,,986,1,2,1,1920,118000,119.6754564,106
single_family,,1592,2,3,1,,290859,182.7003769,2026
townhomes,townhouse,2958,4,4,4,1790,2795000,944.8951995,236
single_family,,1653,2,2,,,429000,259.5281307,2026
townhomes,townhouse,1364,3,3,2,2022,217500,159.457478,4
single_family,,5388,5,5,2,2026,2999900,556.7743133,0
single_family,,1618,2,3,1,2021,279000,172.4351051,5
single_family,,2100,2,3,,2004,349000,166.1904762,22
single_family,,3325,4,5,2,1974,435500,130.9774436,52
single_family,,2909,4,4,2,1973,479900,164.9707803,53
condos,condo,1553,4,4,1,1880,1030000,663.2324533,146
single_family,,1218,2,3,1,,249000,204.4334975,2026
single_family,,2414,,4,2,,689900,285.7912179,2026
single_family,,1060,2,2,1,2001,259900,245.1886792,25
single_family,,1283,2,4,1,2002,249900,194.7778644,24
single_family,,1186,1,2,,1920,115000,96.96458685,106
townhomes,townhouse,1066,2,2,2,1985,150000,140.7129456,41
condos,condo,1011,2,2,1,1989,149861,148.2304649,37
single_family,,1182,2,3,1,,280990,237.7241963,2026
single_family,,2101,3,4,2,2002,350000,166.5873394,24
single_family,,2332,0,0,1,1950,289900,124.3138937,76
single_family,,2802,3,4,2,1975,475000,169.5217702,51
single_family,,3731,4,5,2,2022,775000,207.7191102,4
townhomes,townhouse,1675,4,3,2,2013,349900,208.8955224,13
single_family,,1200,2,3,1,2025,350000,291.6666667,1
condos,condo,952,2,1,1,2008,484900,509.3487395,18
single_family,,1774,,4,1,,393000,221.5332582,2026
single_family,,1660,3,4,2,,289990,174.6927711,2026
single_family,,2295,3,4,2,,359900,156.8191721,2026
single_family,,1528,3,3,2,2007,549000,359.2931937,19
condos,condo,1176,3,3,1,1982,325000,276.3605442,44
land,,1650,0,,,,150000,90.90909091,2026
single_family,,1801,3,3,,2005,324900,180.3997779,21
condos,condo,894,2,2,1,1996,149900,167.6733781,30
single_family,,1619,2,3,1,2025,289990,179.1167387,1
single_family,,2572,,4,2,,334990,130.2449456,2026
single_family,,1012,2,2,,1960,185000,182.8063241,66
condos,condo,1464,2,2,1,2001,309900,211.6803279,25
townhomes,townhouse,1316,2,2,1,,250000,189.9696049,2026
condos,condo,1150,2,3,2,,149900,130.3478261,2026
single_family,,1016,2,3,1,1973,104900,103.2480315,53
single_family,,1400,2,3,1,1962,289900,207.0714286,64
single_family,,2713,3,5,2,,389190,143.4537412,2026
single_family,,3196,3,4,2,2010,965000,301.9399249,16
single_family,,1000,1,3,1,1994,139900,139.9,32
townhomes,townhouse,1321,2,2,1,,245000,185.4655564,2026
single_family,,4508,5,4,2,1939,799000,177.2404614,87
single_family,,1089,2,2,1,1985,209500,192.3783287,41
single_family,,1686,3,3,,1969,249900,148.2206406,57
single_family,,1516,3,3,2,2013,763999,503.957124,13
condos,condo,733,1,1,,1982,595000,811.7326057,44
single_family,,1687,2,4,1,2016,284900,168.879668,10
single_family,,2031,3,4,,1920,495000,243.7223043,106
single_family,,1651,2,3,1,2025,338500,205.0272562,1
single_family,,3721,5,5,2,,659999,177.3714055,2026
single_family,,1740,2,2,1,1960,189900,109.137931,66
single_family,,3489,4,5,2,2025,859000,246.2023502,1
multi_family,,2262,,5,1,1979,260000,114.9425287,47
single_family,,1774,2,4,1,,329420,185.6933484,2026
condos,condo,1442,2,2,,,1370000,950.0693481,2026
single_family,,2340,3,4,2,,311273,133.0226496,2026
condos,condo,1037,2,1,1,1840,557500,537.608486,186
single_family,,1480,2,3,1,1977,349900,236.4189189,49
single_family,,1150,1,3,1,,104500,90.86956522,2026
single_family,,1325,2,4,,1972,170000,128.3018868,54
single_family,,2352,2,3,1,1990,575000,244.4727891,36
single_family,,1461,1,3,1,1957,214900,147.0910335,69
single_family,,3204,5,5,1,1953,875000,273.0961298,73
single_family,,4282,4,5,2,2002,1150000,268.5660906,24
single_family,,1304,2,3,1,1976,189900,145.6288344,50
single_family,,2432,2,4,1,2024,335000,137.7467105,2
multi_family,,1650,,,1,,200000,121.2121212,2026
single_family,,2338,3,4,2,,345000,147.5620188,2026
single_family,,1601,2,3,1,1989,275000,171.7676452,37
single_family,,1100,2,3,1,1964,389500,354.0909091,62
single_family,,1382,3,3,2,,200000,144.7178003,2026
single_family,,1671,2,3,1,1963,399900,239.3177738,63
single_family,,4181,5,5,,,1275000,304.9509687,2026
single_family,,1583,2,3,1,2025,439990,277.9469362,1
multi_family,,1723,0,4,1,2025,319900,185.6645386,1
single_family,,2852,3,4,1,2010,599900,210.3436185,16
single_family,,2837,4,4,2,,629639,221.9383151,2026
single_family,,2431,3,4,2,2025,566900,233.1962155,1
single_family,,1650,2,3,1,,309290,187.4484848,2026
single_family,,1800,3,3,3,1978,419000,232.7777778,48
single_family,,2265,4,4,1,2005,799000,352.7593819,21
single_family,,925,1,3,1,1955,273000,295.1351351,71
single_family,,2917,3,4,,,359410,123.2122043,2026
single_family,,1400,3,3,2,,363840,259.8857143,2026
condos,condo,996,2,2,,1980,549000,551.2048193,46
single_family,,1938,2,2,1,1992,450000,232.1981424,34
single_family,,1270,2,3,1,2004,267000,210.2362205,22
single_family,,1068,2,3,1,2025,254900,238.670412,1
single_family,,1184,2,2,1,1881,975000,823.4797297,145
single_family,,1740,3,3,2,2006,365000,209.7701149,20
single_family,,1272,1,2,1,1920,130000,102.2012579,106
townhomes,townhouse,1056,3,2,2,1974,465000,440.3409091,52
single_family,,2117,4,3,2,2013,569900,269.2017005,13
condos,condo,1253,2,2,1,2006,299000,238.6272945,20
single_family,,1650,3,3,2,,699900,424.1818182,2026
single_family,,1450,2,3,1,1970,318000,219.3103448,56
single_family,,3873,5,5,,,479550,123.8187452,2026
single_family,,1778,2,3,1,1964,258000,145.1068616,62
townhomes,townhouse,2271,3,2,,2005,648000,285.336856,21
single_family,,2832,6,5,,2003,1575000,556.1440678,23
single_family,,1064,1,3,1,1963,148000,139.0977444,63
single_family,,1501,2,3,1,,265000,176.5489674,2026
single_family,,3300,4,4,2,,724999,219.6966667,2026
condo_townhome,,1416,,3,2,,255990,180.7838983,2026
single_family,,1025,1,3,1,1970,168000,163.902439,56
single_family,,1333,3,3,1,1992,345000,258.8147037,34
condos,condo,1075,2,2,1,2007,375000,348.8372093,19
single_family,,864,1,2,1,1966,105000,121.5277778,60
single_family,,2207,3,4,2,2021,335000,151.7897599,5
single_family,,1618,2,3,1,1999,294700,182.1384425,27
single_family,,1395,2,3,1,2025,298999,214.3362007,1
single_family,,2318,,3,2,,404000,174.2881795,2026
